id,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Fire Alarm
663,1654733994,26.287,54.15,22,400,0
664,1654733995,26.291,54.51,18,400,0
665,1654733996,26.296,54.79,20,400,0
666,1654733997,26.3,55.1,7,400,0
667,1654733998,26.305,55.35,26,400,0
668,1654733999,26.31,55.59,14,400,0
669,1654734000,26.314,55.77,11,400,0
670,1654734001,26.319,56,2,400,0
671,1654734002,26.323,56.17,15,400,0
672,1654734003,26.328,56.33,6,400,0
673,1654734004,26.332,56.43,15,400,0
674,1654734005,26.337,56.57,19,400,0
675,1654734006,26.341,56.73,13,400,0
676,1654734007,26.346,56.81,15,400,0
677,1654734008,26.35,56.95,13,400,0
678,1654734009,26.355,57,6,400,0
679,1654734010,26.359,57.08,11,400,0
680,1654734011,26.363,57.2,4,400,0
681,1654734012,26.368,57.26,0,400,0
682,1654734013,26.372,57.33,7,400,0
683,1654734014,26.377,57.39,12,400,0
684,1654734015,26.381,57.58,0,400,0
685,1654734016,26.385,57.32,0,400,0
686,1654734017,26.39,56.72,0,400,0
687,1654734018,26.394,55.99,0,400,0
688,1654734019,26.398,55.3,6,400,0
689,1654734020,26.402,54.7,0,400,0
690,1654734021,26.407,54.12,2,400,0
691,1654734022,26.411,53.66,5,400,0
692,1654734023,26.415,53.2,3,400,0
693,1654734024,26.419,52.8,1,400,0
694,1654734025,26.424,52.46,0,400,0
695,1654734026,26.428,52.19,8,400,0
696,1654734027,26.432,51.94,7,400,0
697,1654734028,26.436,51.72,15,400,0
698,1654734029,26.44,51.47,11,400,0
699,1654734030,26.445,51.28,17,400,0
700,1654734031,26.449,51.16,17,400,0
701,1654734032,26.453,50.99,11,400,0
702,1654734033,26.457,50.88,22,400,0
703,1654734034,26.461,50.75,0,400,0
704,1654734035,26.465,50.61,4,400,0
705,1654734036,26.469,50.5,11,400,0
706,1654734037,26.473,50.4,5,400,0
707,1654734038,26.477,50.34,5,400,0
708,1654734039,26.481,50.29,14,400,0
709,1654734040,26.485,50.17,12,400,0
710,1654734041,26.489,50.1,9,400,0
711,1654734042,26.493,50.08,13,400,0
712,1654734043,26.497,50,7,400,0
713,1654734044,26.501,49.96,1,400,0
714,1654734045,26.505,49.8,21,400,0
715,1654734046,26.509,50.04,18,400,0
716,1654734047,26.513,50.65,45,400,0
717,1654734048,26.517,51.26,26,400,0
718,1654734049,26.521,51.9,28,400,0
719,1654734050,26.525,52.43,28,400,0
720,1654734051,26.529,52.96,25,400,0
721,1654734052,26.533,53.43,21,400,0
722,1654734053,26.537,53.87,11,400,0
723,1654734054,26.54,54.19,9,400,0
724,1654734055,26.544,54.56,14,400,0
725,1654734056,26.548,54.9,22,400,0
726,1654734057,26.552,55.13,16,400,0
727,1654734058,26.556,55.43,17,400,0
728,1654734059,26.559,55.66,4,400,0
729,1654734060,26.563,55.88,11,400,0
730,1654734061,26.567,56.04,23,400,0
731,1654734062,26.571,56.24,4,400,0
732,1654734063,26.574,56.38,20,400,0
733,1654734064,26.578,56.54,13,400,0
734,1654734065,26.582,56.67,21,400,0
735,1654734066,26.585,56.79,6,400,0
736,1654734067,26.589,56.9,10,400,0
737,1654734068,26.593,56.99,4,400,0
738,1654734069,26.596,57.08,9,400,0
739,1654734070,26.6,57.17,11,400,0
740,1654734071,26.604,57.24,10,400,0
741,1654734072,26.607,57.33,11,400,0
742,1654734073,26.611,57.37,14,400,0
743,1654734074,26.614,57.46,6,400,0
744,1654734075,26.618,57.68,0,400,0
745,1654734076,26.622,57.38,0,400,0
746,1654734077,26.625,56.77,0,400,0
747,1654734078,26.629,56.06,0,400,0
748,1654734079,26.632,55.33,0,400,0
749,1654734080,26.636,54.68,0,400,0
750,1654734081,26.639,54.17,8,400,0
751,1654734082,26.643,53.65,6,400,0
752,1654734083,26.646,53.22,0,400,0
753,1654734084,26.65,52.86,5,400,0
754,1654734085,26.653,52.51,3,400,0
755,1654734086,26.656,52.23,0,400,0
756,1654734087,26.66,51.9,6,400,0
757,1654734088,26.663,51.71,14,400,0
758,1654734089,26.667,51.49,15,400,0
759,1654734090,26.67,51.34,12,400,0
760,1654734091,26.673,51.15,15,400,0
761,1654734092,26.677,51.05,19,400,0
762,1654734093,26.68,50.88,16,400,0
763,1654734094,26.683,50.76,14,400,0
764,1654734095,26.687,50.68,6,400,0
765,1654734096,26.69,50.54,17,400,0
766,1654734097,26.693,50.47,11,400,0
767,1654734098,26.696,50.39,19,400,0
768,1654734099,26.7,50.39,14,400,0
769,1654734100,26.703,50.3,7,400,0
770,1654734101,26.706,50.19,6,400,0
771,1654734102,26.709,50.14,11,400,0
772,1654734103,26.713,50.11,8,400,0
773,1654734104,26.716,50.04,1,400,0
774,1654734105,26.719,49.87,26,400,0
775,1654734106,26.722,50.16,28,400,0
776,1654734107,26.725,50.75,19,400,0
777,1654734108,26.728,51.38,30,400,0
778,1654734109,26.732,52,36,400,0
779,1654734110,26.735,52.56,16,400,0
780,1654734111,26.738,53.12,17,400,0
781,1654734112,26.741,53.56,21,400,0
782,1654734113,26.744,54.03,18,400,0
783,1654734114,26.747,54.39,20,400,0
784,1654734115,26.75,54.99,23,400,0
785,1654734116,26.753,55.27,27,400,0
786,1654734117,26.756,55.57,10,400,0
787,1654734118,26.759,55.84,13,400,0
788,1654734119,26.762,56.02,10,400,0
789,1654734120,26.765,56.2,14,400,0
790,1654734121,26.768,56.37,10,400,0
791,1654734122,26.771,56.53,8,400,0
792,1654734123,26.774,56.67,6,400,0
793,1654734124,26.777,56.81,12,400,0
794,1654734125,26.78,56.92,15,400,0
795,1654734126,26.783,57.06,8,400,0
796,1654734127,26.786,57.22,8,400,0
797,1654734128,26.788,57.36,0,400,0
798,1654734129,26.791,57.45,10,400,0
799,1654734130,26.794,57.53,11,400,0
800,1654734131,26.797,57.6,9,400,0
801,1654734132,26.8,57.67,8,400,0
802,1654734133,26.803,57.86,0,400,0
803,1654734134,26.805,57.57,0,400,0
804,1654734135,26.808,56.93,0,400,0
805,1654734136,26.811,56.19,0,400,0
806,1654734137,26.814,55.5,0,400,0
807,1654734138,26.817,54.88,0,400,0
808,1654734139,26.819,54.28,0,400,0
809,1654734140,26.822,53.84,0,400,0
810,1654734141,26.825,53.4,0,400,0
811,1654734142,26.827,53,0,400,0
812,1654734143,26.83,52.69,1,400,0
813,1654734144,26.833,52.38,0,400,0
814,1654734145,26.836,52.12,0,400,0
815,1654734146,26.838,51.85,6,400,0
816,1654734147,26.841,51.69,7,400,0
817,1654734148,26.843,51.54,10,400,0
818,1654734149,26.846,51.33,0,400,0
819,1654734150,26.849,51.21,0,400,0
820,1654734151,26.851,51.08,0,400,0
821,1654734152,26.854,50.96,0,400,0
822,1654734153,26.856,50.84,0,400,0
823,1654734154,26.859,50.74,0,400,0
824,1654734155,26.861,50.62,8,400,0
825,1654734156,26.864,50.59,5,400,0
826,1654734157,26.867,50.48,7,400,0
827,1654734158,26.869,50.34,5,400,0
828,1654734159,26.871,50.26,7,400,0
829,1654734160,26.874,50.2,6,400,0
830,1654734161,26.876,50.18,7,400,0
831,1654734162,26.879,49.97,12,400,0
832,1654734163,26.881,50.3,34,400,0
833,1654734164,26.884,50.91,33,400,0
834,1654734165,26.886,51.51,27,400,0
835,1654734166,26.889,52.14,28,400,0
836,1654734167,26.891,52.67,26,400,0
837,1654734168,26.893,53.2,23,400,0
838,1654734169,26.896,53.67,28,400,0
839,1654734170,26.898,54.11,14,400,0
840,1654734171,26.9,54.51,16,400,0
841,1654734172,26.903,54.8,15,400,0
842,1654734173,26.905,55.13,20,400,0
843,1654734174,26.907,55.4,9,400,0
844,1654734175,26.91,55.6,10,400,0
845,1654734176,26.912,55.88,12,400,0
846,1654734177,26.914,56.11,4,400,0
847,1654734178,26.916,56.26,8,400,0
848,1654734179,26.919,56.42,3,400,0
849,1654734180,26.921,56.56,13,400,0
850,1654734181,26.923,56.71,14,400,0
851,1654734182,26.925,56.87,12,400,0
852,1654734183,26.927,56.95,9,400,0
853,1654734184,26.93,57.07,0,400,0
854,1654734185,26.932,57.15,13,400,0
855,1654734186,26.934,57.27,1,400,0
856,1654734187,26.936,57.35,14,400,0
857,1654734188,26.938,57.44,14,400,0
858,1654734189,26.94,57.51,10,400,0
859,1654734190,26.942,57.83,0,400,0
860,1654734191,26.945,57.5,0,400,0
861,1654734192,26.947,56.85,0,400,0
862,1654734193,26.949,55.53,0,400,0
863,1654734194,26.951,54.87,0,400,0
864,1654734195,26.953,54.29,0,400,0
865,1654734196,26.955,53.4,0,400,0
866,1654734197,26.957,53.03,0,400,0
867,1654734198,26.959,52.67,2,400,0
868,1654734199,26.961,52.32,0,400,0
869,1654734200,26.963,52.06,1,400,0
870,1654734201,26.965,51.85,3,400,0
871,1654734202,26.967,51.65,4,400,0
872,1654734203,26.969,51.43,7,400,0
873,1654734204,26.971,51.31,1,400,0
874,1654734205,26.972,51.14,0,400,0
875,1654734206,26.974,51.01,1,400,0
876,1654734207,26.976,50.86,4,400,0
877,1654734208,26.978,50.76,0,400,0
878,1654734209,26.98,50.62,0,400,0
879,1654734210,26.982,50.52,0,400,0
880,1654734211,26.984,50.46,12,400,0
881,1654734212,26.985,50.39,8,400,0
882,1654734213,26.987,50.33,7,400,0
883,1654734214,26.989,50.25,11,400,0
884,1654734215,26.991,50.17,4,400,0
885,1654734216,26.993,50.13,9,400,0
886,1654734217,26.994,50.06,4,400,0
887,1654734218,26.996,49.9,26,400,0
888,1654734219,26.998,50.16,43,400,0
889,1654734220,27,50.78,26,400,0
890,1654734221,27.001,51.42,26,400,0
891,1654734222,27.003,51.98,32,400,0
892,1654734223,27.005,52.58,27,400,0
893,1654734224,27.006,53.13,29,400,0
894,1654734225,27.008,53.59,16,400,0
895,1654734226,27.01,53.99,24,400,0
896,1654734227,27.011,54.39,28,400,0
897,1654734228,27.013,54.68,26,400,0
898,1654734229,27.015,55,18,400,0
899,1654734230,27.016,55.28,26,400,0
900,1654734231,27.018,55.48,7,400,0
901,1654734232,27.019,55.78,11,400,0
902,1654734233,27.021,55.95,10,400,0
903,1654734234,27.023,56.16,3,400,0
904,1654734235,27.024,56.29,15,400,0
905,1654734236,27.026,56.44,4,400,0
906,1654734237,27.027,56.56,9,400,0
907,1654734238,27.029,56.84,17,400,0
908,1654734239,27.03,56.97,11,400,0
909,1654734240,27.032,57.11,4,400,0
910,1654734241,27.033,57.22,10,400,0
911,1654734242,27.035,57.28,9,400,0
912,1654734243,27.036,57.4,5,400,0
913,1654734244,27.038,57.41,15,400,0
914,1654734245,27.039,57.65,0,400,0
915,1654734246,27.04,57.34,0,400,0
916,1654734247,27.042,56.64,0,400,0
917,1654734248,27.043,55.86,0,400,0
918,1654734249,27.045,55.21,0,400,0
919,1654734250,27.046,54.57,0,400,0
920,1654734251,27.047,54,0,400,0
921,1654734252,27.049,53.5,0,400,0
922,1654734253,27.05,53.1,0,400,0
923,1654734254,27.051,52.72,10,400,0
924,1654734255,27.053,52.36,3,400,0
925,1654734256,27.054,52.07,0,400,0
926,1654734257,27.055,51.82,0,400,0
927,1654734258,27.056,51.59,0,400,0
928,1654734259,27.058,51.39,3,400,0
929,1654734260,27.059,51.24,0,400,0
930,1654734261,27.06,51.05,3,400,0
931,1654734262,27.061,50.9,7,400,0
932,1654734263,27.063,50.65,0,400,0
933,1654734264,27.064,50.53,0,400,0
934,1654734265,27.065,50.46,8,400,0
935,1654734266,27.066,50.35,1,400,0
936,1654734267,27.067,50.26,2,400,0
937,1654734268,27.068,50.17,5,400,0
938,1654734269,27.07,50.1,0,400,0
939,1654734270,27.071,50.03,8,400,0
940,1654734271,27.072,49.97,7,400,0
941,1654734272,27.073,49.92,2,400,0
942,1654734273,27.074,49.89,11,400,0
943,1654734274,27.075,49.66,27,400,0
944,1654734275,27.076,49.97,33,400,0
945,1654734276,27.077,50.61,38,400,0
946,1654734277,27.078,51.28,31,400,0
947,1654734278,27.079,51.87,37,400,0
948,1654734279,27.08,52.47,24,400,0
949,1654734280,27.081,52.96,31,400,0
950,1654734281,27.082,53.43,25,400,0
951,1654734282,27.083,54.17,21,400,0
952,1654734283,27.084,54.52,18,400,0
953,1654734284,27.085,54.82,19,400,0
954,1654734285,27.086,55.07,13,400,0
955,1654734286,27.087,55.54,14,400,0
956,1654734287,27.088,55.75,17,400,0
957,1654734288,27.089,55.94,19,400,0
958,1654734289,27.09,56.08,18,400,0
959,1654734290,27.091,56.23,18,400,0
960,1654734291,27.091,56.38,14,400,0
961,1654734292,27.092,56.51,16,400,0
962,1654734293,27.093,56.59,20,400,0
963,1654734294,27.094,56.72,13,400,0
964,1654734295,27.095,56.82,7,400,0
965,1654734296,27.096,56.92,20,400,0
966,1654734297,27.096,57.02,21,400,0
967,1654734298,27.097,57.13,13,400,0
968,1654734299,27.098,57.18,9,400,0
969,1654734300,27.099,57.23,16,400,0
970,1654734301,27.1,57.31,7,400,0
971,1654734302,27.1,57.52,0,400,0
972,1654734303,27.101,57.17,0,400,0
973,1654734304,27.102,56.53,0,400,0
974,1654734305,27.102,55.78,0,400,0
975,1654734306,27.103,55.05,0,400,0
976,1654734307,27.104,54.42,0,400,0
977,1654734308,27.104,53.85,0,400,0
978,1654734309,27.105,53.41,0,400,0
979,1654734310,27.106,52.96,0,400,0
980,1654734311,27.106,52.59,3,400,0
981,1654734312,27.107,52.27,0,400,0
982,1654734313,27.108,51.97,5,400,0
983,1654734314,27.108,51.73,12,400,0
984,1654734315,27.109,51.47,6,400,0
985,1654734316,27.109,51.28,5,400,0
986,1654734317,27.11,51.12,0,400,0
987,1654734318,27.111,50.95,0,400,0
988,1654734319,27.111,50.8,16,400,0
989,1654734320,27.112,50.69,3,400,0
990,1654734321,27.112,50.54,3,400,0
991,1654734322,27.113,50.43,10,400,0
992,1654734323,27.113,50.34,0,400,0
993,1654734324,27.114,50.25,10,400,0
994,1654734325,27.114,50.18,0,400,0
995,1654734326,27.115,50.07,15,400,0
996,1654734327,27.115,50.04,12,400,0
997,1654734328,27.115,49.93,0,400,0
998,1654734329,27.116,49.9,7,400,0
999,1654734330,27.116,49.81,3,400,0
1000,1654734331,27.117,49.62,36,400,0
1001,1654734332,27.117,49.94,28,400,0
1002,1654734333,27.117,50.57,34,400,0
1003,1654734334,27.118,51.21,39,400,0
1004,1654734335,27.118,51.87,22,400,0
1005,1654734336,27.119,52.43,22,400,0
1006,1654734337,27.119,52.9,30,400,0
1007,1654734338,27.119,53.41,20,400,0
1008,1654734339,27.119,53.83,13,400,0
1009,1654734340,27.12,54.2,18,400,0
1010,1654734341,27.12,54.53,14,400,0
1011,1654734342,27.12,54.83,18,400,0
1012,1654734343,27.121,55.1,14,400,0
1013,1654734344,27.121,55.32,15,400,0
1014,1654734345,27.121,55.57,19,400,0
1015,1654734346,27.121,55.78,11,400,0
1016,1654734347,27.122,55.94,18,400,0
1017,1654734348,27.122,56.11,15,400,0
1018,1654734349,27.122,56.25,11,400,0
1019,1654734350,27.122,56.41,16,400,0
1020,1654734351,27.122,56.5,19,400,0
1021,1654734352,27.122,56.63,9,400,0
1022,1654734353,27.123,56.72,8,400,0
1023,1654734354,27.123,56.82,3,400,0
1024,1654734355,27.123,56.92,12,400,0
1025,1654734356,27.123,57.02,16,400,0
1026,1654734357,27.123,57.1,14,400,0
1027,1654734358,27.123,57.16,11,400,0
1028,1654734359,27.123,57.23,17,400,0
1029,1654734360,27.123,57.27,11,400,0
1030,1654734361,27.123,57.48,0,400,0
1031,1654734362,27.123,57.13,0,400,0
1032,1654734363,27.123,56.47,0,400,0
1033,1654734364,27.123,55.7,0,400,0
1034,1654734365,27.123,54.99,0,400,0
1035,1654734366,27.123,54.39,0,400,0
1036,1654734367,27.123,53.84,0,400,0
1037,1654734368,27.123,53.32,1,400,0
1038,1654734369,27.123,52.92,0,400,0
1039,1654734370,27.123,52.48,0,400,0
1040,1654734371,27.123,52.21,10,400,0
1041,1654734372,27.123,51.92,0,400,0
1042,1654734373,27.123,51.48,1,400,0
1043,1654734374,27.123,51.31,8,400,0
1044,1654734375,27.123,51.1,13,400,0
1045,1654734376,27.123,50.96,0,400,0
1046,1654734377,27.123,50.78,7,400,0
1047,1654734378,27.122,50.63,6,400,0
1048,1654734379,27.122,50.52,11,400,0
1049,1654734380,27.122,50.39,13,400,0
1050,1654734381,27.122,50.3,5,400,0
1051,1654734382,27.122,50.14,10,400,0
1052,1654734383,27.122,50.08,5,400,0
1053,1654734384,27.121,49.91,8,400,0
1054,1654734385,27.121,49.87,1,400,0
1055,1654734386,27.121,49.84,13,400,0
1056,1654734387,27.121,49.75,9,400,0
1057,1654734388,27.12,49.59,33,400,0
1058,1654734389,27.12,50.47,35,400,0
1059,1654734390,27.12,51.15,28,400,0
1060,1654734391,27.12,51.76,25,400,0
1061,1654734392,27.119,52.79,22,400,0
1062,1654734393,27.119,53.28,24,400,0
1063,1654734394,27.119,53.68,22,400,0
1064,1654734395,27.118,54.06,15,400,0
1065,1654734396,27.118,54.43,25,400,0
1066,1654734397,27.118,54.72,22,400,0
1067,1654734398,27.117,55.18,22,400,0
1068,1654734399,27.117,55.4,19,400,0
1069,1654734400,27.116,55.62,22,400,0
1070,1654734401,27.116,55.79,15,400,0
1071,1654734402,27.116,56,16,400,0
1072,1654734403,27.115,56.07,17,400,0
1073,1654734404,27.115,56.23,26,400,0
1074,1654734405,27.114,56.35,22,400,0
1075,1654734406,27.114,56.48,8,400,0
1076,1654734407,27.113,56.69,14,400,0
1077,1654734408,27.113,56.75,24,400,0
1078,1654734409,27.112,56.82,7,400,0
1079,1654734410,27.112,56.9,12,400,0
1080,1654734411,27.111,56.97,8,400,0
1081,1654734412,27.111,57,10,400,0
1082,1654734413,27.11,57.06,25,400,0
1083,1654734414,27.11,57.27,0,400,0
1084,1654734415,27.109,56.97,0,400,0
1085,1654734416,27.109,56.25,0,400,0
1086,1654734417,27.108,55.46,0,400,0
1087,1654734418,27.107,54.8,0,400,0
1088,1654734419,27.107,54.15,0,400,0
1089,1654734420,27.106,53.64,0,400,0
1090,1654734421,27.106,53.13,3,400,0
1091,1654734422,27.105,52.69,0,400,0
1092,1654734423,27.104,52.33,0,400,0
1093,1654734424,27.104,51.76,3,400,0
1094,1654734425,27.103,51.49,0,400,0
1095,1654734426,27.102,51.27,0,400,0
1096,1654734427,27.102,51.07,4,400,0
1097,1654734428,27.101,50.9,3,400,0
1098,1654734429,27.1,50.72,11,400,0
1099,1654734430,27.099,50.54,5,400,0
1100,1654734431,27.099,50.47,13,400,0
1101,1654734432,27.098,50.3,12,400,0
1102,1654734433,27.097,50.23,12,400,0
1103,1654734434,27.096,50.09,16,400,0
1104,1654734435,27.096,49.98,12,400,0
1105,1654734436,27.095,49.91,12,400,0
1106,1654734437,27.094,49.81,15,400,0
1107,1654734438,27.093,49.79,9,400,0
1108,1654734439,27.092,49.71,16,400,0
1109,1654734440,27.091,49.59,16,400,0
1110,1654734441,27.091,49.54,11,400,0
1111,1654734442,27.09,49.66,46,400,0
1112,1654734443,27.089,50.85,28,400,0
1113,1654734444,27.088,52.02,28,400,0
1114,1654734445,27.087,52.5,29,400,0
1115,1654734446,27.086,52.99,25,400,0
1116,1654734447,27.085,53.43,22,400,0
1117,1654734448,27.084,53.83,28,400,0
1118,1654734449,27.083,54.15,19,400,0
1119,1654734450,27.082,54.44,25,400,0
1120,1654734451,27.082,54.72,35,400,0
1121,1654734452,27.081,54.97,26,400,0
1122,1654734453,27.08,55.16,24,400,0
1123,1654734454,27.079,55.34,28,400,0
1124,1654734455,27.078,55.56,30,400,0
1125,1654734456,27.077,55.7,20,400,0
1126,1654734457,27.075,55.88,15,400,0
1127,1654734458,27.074,56.03,27,400,0
1128,1654734459,27.073,56.21,11,400,0
1129,1654734460,27.072,56.33,16,400,0
1130,1654734461,27.071,56.47,17,400,0
1131,1654734462,27.07,56.56,21,400,0
1132,1654734463,27.069,56.66,20,400,0
1133,1654734464,27.068,56.74,17,400,0
1134,1654734465,27.067,56.79,19,400,0
1135,1654734466,27.066,56.86,19,400,0
1136,1654734467,27.065,56.74,0,400,0
1137,1654734468,27.063,56.05,0,400,0
1138,1654734469,27.062,55.29,0,400,0
1139,1654734470,27.061,54.62,0,400,0
1140,1654734471,27.06,53.95,0,400,0
1141,1654734472,27.059,53.39,0,400,0
1142,1654734473,27.058,52.91,0,400,0
1143,1654734474,27.056,52.15,1,400,0
1144,1654734475,27.055,51.81,12,400,0
1145,1654734476,27.054,51.54,7,400,0
1146,1654734477,27.053,51.32,8,400,0
1147,1654734478,27.051,50.87,13,400,0
1148,1654734479,27.05,50.69,14,400,0
1149,1654734480,27.049,50.48,14,400,0
1150,1654734481,27.047,50.36,18,400,0
1151,1654734482,27.046,50.23,17,400,0
1152,1654734483,27.045,50.08,8,400,0
1153,1654734484,27.044,49.99,12,400,0
1154,1654734485,27.042,49.89,19,400,0
1155,1654734486,27.041,49.8,19,400,0
1156,1654734487,27.04,49.68,18,400,0
1157,1654734488,27.038,49.64,12,400,0
1158,1654734489,27.037,49.56,16,400,0
1159,1654734490,27.035,49.46,11,400,0
1160,1654734491,27.034,49.43,17,400,0
1161,1654734492,27.033,49.36,11,400,0
1162,1654734493,27.031,49.3,22,400,0
1163,1654734494,27.03,49.16,42,400,0
1164,1654734495,27.028,49.49,42,400,0
1165,1654734496,27.027,50.16,38,400,0
1166,1654734497,27.025,50.81,43,400,0
1167,1654734498,27.024,51.44,41,400,0
1168,1654734499,27.022,51.99,38,400,0
1169,1654734500,27.021,52.92,33,400,0
1170,1654734501,27.019,53.34,32,400,0
1171,1654734502,27.018,53.97,35,400,0
1172,1654734503,27.016,54.25,30,400,0
1173,1654734504,27.015,54.53,20,400,0
1174,1654734505,27.013,55.08,20,400,0
1175,1654734506,27.012,55.29,29,400,0
1176,1654734507,27.01,55.58,25,400,0
1177,1654734508,27.009,55.68,32,400,0
1178,1654734509,27.007,55.8,26,400,0
1179,1654734510,27.005,55.92,29,400,0
1180,1654734511,27.004,56.03,32,400,0
1181,1654734512,27.002,56.11,12,400,0
1182,1654734513,27,56.19,26,400,0
1183,1654734514,26.999,56.35,17,400,0
1184,1654734515,26.997,56.4,32,400,0
1185,1654734516,26.995,56.43,21,400,0
1186,1654734517,26.994,56.5,22,400,0
1187,1654734518,26.992,56.71,0,400,0
1188,1654734519,26.99,56.34,0,400,0
1189,1654734520,26.989,54.97,0,400,0
1190,1654734521,26.987,54.26,1,400,0
1191,1654734522,26.985,53.66,10,400,0
1192,1654734523,26.983,53.07,10,400,0
1193,1654734524,26.982,52.57,13,400,0
1194,1654734525,26.98,52.17,14,400,0
1195,1654734526,26.978,51.78,9,400,0
1196,1654734527,26.976,51.45,10,400,0
1197,1654734528,26.975,51.2,12,400,0
1198,1654734529,26.973,50.92,10,400,0
1199,1654734530,26.971,50.69,17,400,0
1200,1654734531,26.969,50.5,18,400,0
1201,1654734532,26.967,50.28,11,400,0
1202,1654734533,26.965,50.1,13,400,0
1203,1654734534,26.964,49.95,4,400,0
1204,1654734535,26.962,49.83,18,400,0
1205,1654734536,26.96,49.74,20,400,0
1206,1654734537,26.958,49.65,19,400,0
1207,1654734538,26.956,49.55,3,400,0
1208,1654734539,26.954,49.36,11,400,0
1209,1654734540,26.952,49.3,17,400,0
1210,1654734541,26.95,49.22,5,400,0
1211,1654734542,26.948,49.13,12,400,0
1212,1654734543,26.946,49.09,1,400,0
1213,1654734544,26.944,49.06,7,400,0
1214,1654734545,26.942,48.98,4,400,0
1215,1654734546,26.94,48.84,37,400,0
1216,1654734547,26.938,49.18,32,400,0
1217,1654734548,26.936,49.82,26,400,0
1218,1654734549,26.934,50.52,43,400,0
1219,1654734550,26.932,51.11,36,400,0
1220,1654734551,26.93,51.74,30,400,0
1221,1654734552,26.928,52.23,32,400,0
1222,1654734553,26.926,52.67,30,400,0
1223,1654734554,26.924,53.05,31,400,0
1224,1654734555,26.922,53.43,27,400,0
1225,1654734556,26.92,53.77,22,400,0
1226,1654734557,26.918,54,24,400,0
1227,1654734558,26.916,54.28,30,400,0
1228,1654734559,26.914,54.48,31,400,0
1229,1654734560,26.911,54.7,33,400,0
1230,1654734561,26.909,54.88,25,400,0
1231,1654734562,26.907,55.03,27,400,0
1232,1654734563,26.905,55.14,31,400,0
1233,1654734564,26.903,55.29,29,400,0
1234,1654734565,26.901,55.68,20,400,0
